,location,total_sqft,bath,price,bhk
7776,Yeshwanthpur,1693.0,3.0,108.0,3
7777,Yeshwanthpur,667.0,1.0,36.85,1
7778,Yeshwanthpur,1950.0,4.0,130.0,4
7780,Yeshwanthpur,665.0,1.0,36.85,1
7784,Yeshwanthpur,671.0,1.0,36.85,1
7785,Yeshwanthpur,1852.0,3.0,160.0,3
7786,Yeshwanthpur,668.0,1.0,36.85,1
7787,Yeshwanthpur,1185.0,2.0,75.84,2
7788,Yeshwanthpur,1195.0,2.0,100.0,2
7789,Yeshwanthpur,1313.0,3.0,96.0,3
7790,Yeshwanthpur,1400.0,2.0,100.0,2
7793,Yeshwanthpur,673.0,1.0,36.85,1
7797,Yeshwanthpur,669.0,1.0,36.85,1
7799,Yeshwanthpur,3027.0,4.0,260.0,3
7802,Yeshwanthpur,670.0,1.0,36.85,1
7805,Yeshwanthpur,1240.0,2.0,80.0,2
7806,Yeshwanthpur,1713.0,3.0,110.0,3
7807,Yeshwanthpur,1144.0,2.0,67.0,2
7808,Yeshwanthpur,1541.0,2.0,130.0,2
7810,Yeshwanthpur,1362.0,2.0,100.0,2
7811,Yeshwanthpur,666.0,1.0,36.8,1
7812,Yeshwanthpur,1855.0,3.0,140.0,3
7814,Yeshwanthpur,1165.0,2.0,85.0,2
7817,Yeshwanthpur,1825.0,3.0,145.0,3
7819,Yeshwanthpur,994.0,2.0,54.67,1
7820,Yeshwanthpur,650.0,1.0,40.0,1
7821,Yeshwanthpur,1855.0,3.0,140.0,3
7822,Yeshwanthpur,1500.0,3.0,100.0,3
7827,Yeshwanthpur,674.0,1.0,36.85,1
7829,Yeshwanthpur,672.0,1.0,36.85,1
7832,Yeshwanthpur,1195.0,2.0,100.0,2
7833,Yeshwanthpur,1692.0,3.0,108.0,3
7835,Yeshwanthpur,2500.0,5.0,185.0,6
7840,Yeshwanthpur,1855.0,3.0,135.0,3
7841,Yeshwanthpur,1876.0,3.0,160.0,3
7843,other,2770.0,4.0,290.0,3
7846,other,600.0,1.0,38.0,1
7849,other,1500.0,2.0,185.0,2
7850,other,840.0,2.0,45.0,2
7851,other,4395.0,3.0,240.0,3
7852,other,845.0,2.0,55.0,2
7853,other,2511.0,3.0,205.0,3
7854,other,1660.0,2.0,105.0,3
7856,other,1200.0,2.0,65.0,2
7857,other,1200.0,3.0,90.0,3
7861,other,782.0,2.0,55.68,2
7862,other,1800.0,3.0,120.0,3
7863,other,1413.0,2.0,75.0,3
7864,other,945.0,2.0,54.0,2
7865,other,1870.0,3.0,110.0,3
7866,other,1260.0,2.0,85.05,3
7868,other,2795.0,4.0,235.0,3
7870,other,1904.0,3.0,150.0,3
7871,other,2000.0,3.0,175.0,3
7874,other,1500.0,3.0,100.0,3
7876,other,1783.0,3.0,115.0,3
7877,other,912.0,2.0,70.0,3
7880,other,1580.0,3.0,100.0,3
7881,other,1415.0,3.0,78.0,3
7883,other,2405.0,4.0,260.0,3
7884,other,1500.0,2.0,115.0,2
7889,other,1060.0,2.0,60.0,2
7890,other,2600.0,8.0,180.0,8
7892,other,1285.0,2.0,72.5,2
7893,other,4050.0,3.0,280.0,3
7896,other,1280.0,2.0,69.0,2
7897,other,3045.0,3.0,170.0,3
7900,other,900.0,2.0,110.0,2
7905,other,1560.0,3.0,115.0,3
7908,other,1200.0,4.0,165.0,4
7910,other,1645.0,3.0,95.0,3
7911,other,1200.0,2.0,79.0,2
7913,other,1350.0,2.0,140.0,3
7914,other,1800.0,3.0,150.0,3
7916,other,1762.0,3.0,125.0,3
7918,other,1200.0,3.0,90.0,3
7919,other,2023.71,3.0,275.0,3
7925,other,2150.0,4.0,240.0,3
7928,other,3309.0,4.0,325.0,4
7929,other,5000.0,9.0,360.0,11
7931,other,1150.0,2.0,126.0,2
7934,other,1200.0,2.0,74.0,2
7937,other,1753.0,3.0,120.0,3
7939,other,720.0,2.0,45.0,2
7942,other,1200.0,3.0,165.0,4
7943,other,700.0,1.0,41.0,1
7945,other,1595.0,3.0,115.0,3
7946,other,1353.0,2.0,110.0,2
7947,other,1200.0,2.0,85.0,1
7950,other,1325.0,2.0,90.0,3
7953,other,1056.0,2.0,80.0,2
7956,other,1544.0,3.0,120.0,3
7957,other,1200.0,2.0,65.0,2
7958,other,540.0,1.0,36.0,1
7959,other,1578.0,3.0,180.0,3
7961,other,1600.0,2.0,115.0,2
7962,other,416.0,1.0,18.5,1
7965,other,834.0,1.0,60.0,1
7966,other,1125.0,4.0,70.0,3
7967,other,3000.0,5.0,260.0,4
7968,other,2160.0,5.0,250.0,6
7970,other,469.0,1.0,25.0,1
7975,other,1630.0,2.0,200.0,2
7977,other,1200.0,2.0,70.0,3
7978,other,1350.0,3.0,77.0,3
7979,other,1180.0,2.0,78.34,3
7980,other,1355.0,2.0,115.0,2
7981,other,600.0,1.0,50.0,1
7982,other,1875.0,3.0,165.0,3
7983,other,600.0,2.0,55.0,2
7986,other,1750.0,3.0,120.0,3
7989,other,1092.0,2.0,98.5,3
7992,other,1855.0,3.0,225.0,3
7996,other,425.0,1.0,20.03,1
7998,other,600.0,1.0,60.0,1
7999,other,1468.0,2.0,140.0,2
8000,other,4300.0,5.0,550.0,4
8002,other,775.0,2.0,55.0,2
8005,other,1352.0,3.0,135.0,3
8007,other,1200.0,3.0,95.0,4
8008,other,1976.0,3.0,184.0,3
8009,other,5500.0,4.0,600.0,4
8010,other,1200.0,3.0,95.0,3
8013,other,1180.0,2.0,69.0,2
8014,other,686.0,1.0,17.0,1
8016,other,1500.0,4.0,180.0,4
8018,other,1282.0,2.0,87.0,2
8020,other,1500.0,2.0,95.0,3
8021,other,1300.0,1.0,115.0,2
8022,other,530.0,1.0,20.0,1
8023,other,1350.0,2.0,80.0,2
8025,other,2400.0,6.0,125.0,8
8027,other,1141.0,2.0,62.0,2
8030,other,950.0,1.0,40.0,1
8037,other,1480.0,3.0,90.0,3
8038,other,1600.0,3.0,90.0,3
8039,other,1200.0,4.0,135.0,4
8041,other,1500.0,3.0,115.0,3
8042,other,1824.0,3.0,125.0,3
8043,other,750.0,1.0,56.25,1
8050,other,6000.0,5.0,400.0,4
8051,other,2400.0,3.0,170.0,3
8053,other,1500.0,2.0,98.0,3
8054,other,3095.0,3.0,350.0,3
8056,other,1200.0,1.0,28.0,1
8057,other,1500.0,3.0,100.0,3
8059,other,1560.0,5.0,145.0,5
8061,other,1560.0,3.0,188.0,3
8064,other,485.0,1.0,15.0,1
8070,other,1200.0,3.0,130.0,3
8071,other,1050.0,2.0,67.0,2
8072,other,1596.0,3.0,105.0,3
8076,other,1200.0,3.0,85.0,3
8077,other,1132.0,2.0,67.0,2
8079,other,1515.0,3.0,88.0,3
8082,other,1380.0,2.0,80.0,2
8085,other,4346.0,5.0,500.0,4
8087,other,2200.0,3.0,187.0,3
8088,other,3329.0,3.0,330.0,3
8089,other,3600.0,4.0,300.0,4
8090,other,3500.0,3.0,450.0,4
8092,other,1093.0,2.0,65.0,2
8094,other,1535.0,3.0,95.0,3
8096,other,1100.0,2.0,62.7,2
8099,other,2197.0,4.0,280.0,3
8101,other,1100.0,2.0,60.0,2
8102,other,1600.0,3.0,172.0,4
8103,other,1450.0,2.0,85.0,3
8104,other,2000.0,3.0,166.0,4
8108,other,1756.0,3.0,100.0,3
8109,other,1532.0,3.0,92.0,3
8110,other,1650.0,3.0,110.0,3
8111,other,1200.0,2.0,66.0,2
8113,other,1525.0,2.0,122.0,3
8117,other,2400.0,3.0,200.0,4
8118,other,1000.0,2.0,130.0,2
8120,other,3040.0,1.0,180.0,2
8122,other,1390.0,3.0,120.0,3
8124,other,1135.0,2.0,68.0,2
8125,other,900.0,2.0,55.0,2
8129,other,2500.0,3.0,250.0,3
8133,other,1269.72,2.0,68.0,2
8134,other,1168.0,3.0,70.0,3
8136,other,2100.0,4.0,155.0,4
8138,other,1515.0,3.0,93.93,3
8143,other,2700.0,4.0,214.0,6
8144,other,2000.0,3.0,210.0,3
8145,other,2400.0,4.0,300.0,5
8146,other,1760.0,3.0,176.0,3
8147,other,595.0,1.0,42.0,1
8152,other,1170.0,2.0,86.0,2
8153,other,2200.0,4.0,235.0,4
8160,other,1650.0,3.0,175.0,3
8162,other,1670.0,3.0,91.86,3
8166,other,1250.0,2.0,80.0,3
8167,other,1650.0,4.0,160.0,3
8168,other,800.0,2.0,50.0,2
8169,other,1225.0,2.0,150.0,2
8171,other,3675.0,4.0,367.0,4
8172,other,1200.0,2.0,150.0,2
8175,other,1350.0,2.0,80.0,2
8177,other,1614.0,3.0,110.0,3
8178,other,1188.0,2.0,73.0,2
8179,other,1480.0,3.0,90.0,3
8180,other,680.0,2.0,42.0,2
8183,other,955.0,2.0,53.55,2
8185,other,2479.13,3.0,215.0,3
8186,other,1100.0,2.0,106.0,2
8189,other,1925.0,3.0,120.0,3
8190,other,650.0,1.0,26.0,1
8192,other,2000.0,3.0,207.0,3
8193,other,1050.0,2.0,110.0,2
8195,other,2204.0,2.0,305.0,3
8201,other,1685.0,2.0,110.0,3
8203,other,1550.0,3.0,110.0,3
8204,other,500.0,1.0,20.0,1
8206,other,3155.0,4.0,370.0,3
8207,other,1765.0,3.0,105.0,3
8208,other,1265.0,2.0,70.0,2
8209,other,1012.0,2.0,59.0,2
8210,other,2045.0,4.0,154.0,3
8212,other,2400.0,4.0,280.0,6
8213,other,581.91,2.0,25.0,1
8214,other,1158.0,2.0,85.0,3
8215,other,925.0,2.0,51.0,2
8216,other,1415.0,2.0,110.0,2
8219,other,4750.0,5.0,600.0,4
8220,other,1840.0,3.0,155.0,3
8221,other,1350.0,2.0,185.0,2
8222,other,824.0,2.0,60.0,2
8223,other,1340.0,2.0,100.0,3
8224,other,1620.0,2.0,110.0,3
8225,other,1533.0,3.0,115.0,3
8226,other,1560.0,3.0,85.0,3
8228,other,750.0,1.0,25.0,1
8229,other,1375.0,2.0,85.0,3
8236,other,1500.0,3.0,88.0,3
8238,other,1140.0,2.0,76.0,2
8239,other,1198.0,2.0,84.0,2
8240,other,4000.0,4.0,520.0,4
8242,other,1370.0,2.0,75.0,2
8246,other,1000.0,1.0,55.0,2
8247,other,1200.0,2.0,125.0,2
8251,other,1050.0,1.0,70.0,1
8252,other,1200.0,2.0,80.0,3
8260,other,400.0,1.0,14.0,1
8262,other,1575.0,4.0,150.0,5
8264,other,4800.0,5.0,629.0,4
8265,other,1200.0,2.0,70.0,2
8267,other,1100.0,2.0,60.0,2
8269,other,1300.0,2.0,79.0,2
8271,other,3500.0,4.0,350.0,4
8273,other,1000.0,2.0,110.0,3
8280,other,2400.0,3.0,260.0,3
8281,other,1533.0,3.0,85.0,3
8284,other,1452.55,2.0,110.0,2
8285,other,2357.0,3.0,151.0,3
8286,other,1170.0,2.0,105.0,2
8287,other,1411.0,3.0,91.72,3
8289,other,3095.0,3.0,375.0,3
8291,other,1100.0,3.0,78.0,3
8293,other,3600.0,4.0,365.0,4
8296,other,1945.0,3.0,120.0,3
8298,other,1650.0,3.0,165.0,3
8299,other,1550.0,2.0,150.0,3
8301,other,1150.0,2.0,75.0,3
8302,other,1200.0,3.0,74.0,3
8303,other,1229.0,3.0,86.03,3
8304,other,1030.0,2.0,61.0,2
8305,other,600.0,1.0,32.0,1
8306,other,1165.0,2.0,135.0,2
8309,other,3000.0,4.0,240.0,4
8311,other,1315.0,2.0,90.0,2
8312,other,1210.0,2.0,72.0,2
8313,other,11338.0,9.0,1000.0,6
8315,other,30000.0,4.0,2100.0,4
8317,other,1170.0,2.0,68.0,2
8318,other,1600.0,2.0,110.0,2
8320,other,1370.0,2.0,75.0,3
8322,other,1980.0,3.0,224.0,3
8324,other,1700.0,3.0,97.0,3
8325,other,1900.0,3.0,160.0,3
8327,other,1100.0,2.0,75.0,2
8328,other,1929.0,3.0,115.0,3
8329,other,3161.0,4.0,214.0,4
8331,other,3515.0,3.0,420.0,3
8333,other,1100.0,2.0,70.0,2
8337,other,700.0,1.0,41.0,1
8342,other,3000.0,3.0,250.0,3
8343,other,1100.0,2.0,61.0,2
8344,other,1260.0,1.0,41.0,1
8345,other,1500.0,1.0,37.5,1
8346,other,600.0,1.0,17.0,1
8348,other,1165.0,2.0,75.0,2
8349,other,1272.0,4.0,75.0,3
8351,other,1600.0,5.0,140.0,5
8353,other,1000.0,2.0,65.0,3
8355,other,2400.0,4.0,325.0,3
8357,other,1463.0,1.0,142.0,2
8359,other,2401.0,3.0,185.0,3
8360,other,1875.0,2.0,235.0,3
8362,other,890.0,1.0,75.0,1
8365,other,2400.0,3.0,290.0,3
8367,other,1690.0,3.0,100.0,3
8370,other,1350.0,2.0,90.0,2
8371,other,1460.0,3.0,88.0,3
8372,other,1685.0,3.0,95.0,3
8373,other,800.0,1.0,52.0,1
8374,other,4000.0,5.0,280.0,4
8376,other,792.0,2.0,70.0,2
8379,other,2400.0,5.0,235.0,5
8382,other,461.82,1.0,31.7,1
8383,other,1500.0,2.0,85.0,3
8386,other,1260.0,2.0,75.0,2
8388,other,12000.0,12.0,525.0,10
8390,other,2820.0,3.0,285.0,3
8391,other,1950.0,3.0,130.0,3
8393,other,1350.0,2.0,140.0,3
8394,other,4051.0,4.0,345.0,4
8395,other,2100.0,3.0,170.0,3
8396,other,1991.0,3.0,160.0,3
8398,other,1200.0,3.0,66.0,3
8400,other,3000.0,4.0,342.0,4
8401,other,2400.0,6.0,245.0,6
8403,other,1375.0,2.0,105.0,2
8404,other,1693.0,3.0,108.0,3
8411,other,1150.0,2.0,77.5,3
8415,other,1058.0,2.0,60.0,2
8416,other,900.0,1.0,30.0,1
8417,other,1672.0,3.0,150.0,3
8420,other,1250.0,3.0,139.0,3
8421,other,1468.0,3.0,130.0,2
8425,other,1480.0,2.0,145.0,3
8428,other,2280.0,3.0,285.0,3
8429,other,2000.0,3.0,200.0,3
8432,other,1080.0,2.0,75.0,3
8433,other,2400.0,2.0,150.0,3
8435,other,1125.0,2.0,75.0,2
8436,other,1596.0,3.0,95.0,3
8437,other,1639.0,3.0,123.0,3
8439,other,1740.0,3.0,199.0,3
8440,other,1372.0,2.0,90.0,3
8442,other,6200.0,5.0,720.0,5
8445,other,925.0,2.0,63.0,2
8446,other,1200.0,3.0,95.0,4
8447,other,1200.0,2.0,79.0,2
8448,other,2500.0,3.0,270.0,3
8449,other,1584.0,3.0,145.0,4
8450,other,1570.0,3.0,115.0,3
8451,other,3000.0,3.0,400.0,3
8455,other,1750.0,3.0,180.0,3
8456,other,1500.0,1.0,160.0,2
8457,other,2100.0,6.0,275.0,6
8459,other,705.0,1.0,36.5,1
8460,other,1340.0,3.0,77.0,3
8464,other,1260.0,1.0,41.0,1
8465,other,1200.0,2.0,125.0,2
8466,other,1270.0,2.0,175.0,4
8467,other,1200.0,3.0,130.0,3
8468,other,3595.0,6.0,360.0,4
8470,other,3100.0,5.0,385.0,4
8472,other,1200.0,4.0,150.0,4
8473,other,3259.0,3.0,270.0,3
8476,other,596.0,1.0,42.0,1
8477,other,10000.0,16.0,550.0,16
8478,other,1200.0,4.0,110.0,4
8479,other,1910.0,3.0,190.0,3
8482,other,1750.0,3.0,149.0,3
8484,other,985.0,2.0,63.0,2
8485,other,1300.0,2.0,129.0,2
8486,other,1490.0,2.0,88.0,3
8490,other,650.0,1.0,30.0,1
8491,other,1500.0,2.0,89.99,3
8492,other,1350.0,4.0,145.0,4
8493,other,910.0,1.0,42.0,1
8496,other,532.0,1.0,22.49,1
8497,other,1060.0,3.0,62.0,3
8499,other,1550.0,2.0,160.0,2
8503,other,1000.0,2.0,80.0,2
8505,other,1500.0,2.0,97.0,3
8506,other,1865.0,4.0,140.0,3
8508,other,3500.0,4.0,245.0,4
8512,other,1320.0,2.0,73.0,3
8513,other,2150.0,6.0,205.0,6
8516,other,675.0,3.0,52.0,2
8517,other,1801.0,3.0,139.0,3
8519,other,2990.0,4.0,324.0,4
8520,other,2400.0,2.0,160.0,2
8522,other,1150.0,2.0,75.0,2
8523,other,1200.0,3.0,165.0,3
8530,other,1390.0,2.0,80.0,3
8531,other,1550.0,2.0,90.0,3
8534,other,1500.0,4.0,110.0,4
8536,other,1839.0,3.0,165.0,3
8538,other,900.0,2.0,70.0,2
8540,other,1500.0,3.0,149.0,3
8543,other,750.0,2.0,50.0,1
8544,other,600.0,3.0,75.0,2
8545,other,1605.0,2.0,85.0,3
8548,other,1500.0,1.0,19.5,1
8550,other,1200.0,2.0,70.0,2
8551,other,1200.0,2.0,160.0,2
8552,other,1904.0,3.0,155.0,3
8553,other,2770.0,4.0,315.0,3
8554,other,813.0,1.0,39.0,1
8557,other,1630.0,2.0,97.78,3
8559,other,2425.0,4.0,173.0,4
8563,other,1280.0,2.0,75.0,2
8564,other,735.0,1.0,75.0,1
8565,other,500.0,1.0,24.0,1
8567,other,1200.0,4.0,145.0,3
8568,other,1200.0,2.0,100.0,2
8569,other,1200.0,3.0,160.0,3
8570,other,1265.0,2.0,82.0,3
8573,other,1850.0,3.0,98.0,3
8574,other,2360.0,4.0,150.0,4
8575,other,1030.0,2.0,77.25,2
8577,other,2000.0,3.0,160.0,3
8578,other,1575.0,3.0,93.0,3
8579,other,1300.0,2.0,70.0,3
8581,other,1380.0,2.0,75.0,2
8586,other,3100.0,3.0,250.0,3
8587,other,1190.0,2.0,100.0,2
8588,other,1827.0,3.0,100.0,3
8589,other,1500.0,3.0,95.0,3
8590,other,1180.0,2.0,63.0,2
8595,other,1645.0,3.0,95.0,3
8596,other,1200.0,4.0,140.0,4
8599,other,1097.0,2.0,65.0,2
8600,other,1600.0,3.0,165.0,4
8602,other,900.0,2.0,110.0,2
8603,other,1200.0,2.0,125.0,2
8604,other,1355.0,2.0,75.0,2
8606,other,7500.0,4.0,900.0,4
8609,other,4104.0,4.0,360.0,4
8612,other,2080.0,2.0,150.0,2
8613,other,1505.0,2.0,90.0,2
8614,other,1200.0,3.0,95.75,3
8615,other,1810.0,4.0,148.0,3
8617,other,1530.0,2.0,97.0,3
8622,other,1500.0,2.0,130.0,3
8626,other,1400.0,2.0,80.0,2
8627,other,1533.0,3.0,150.0,3
8629,other,3730.0,6.0,450.0,4
8630,other,745.0,2.0,50.0,2
8632,other,1355.0,2.0,95.0,2
8633,other,833.0,1.0,49.0,1
8635,other,3000.0,5.0,270.0,4
8636,other,1220.0,2.0,68.0,2
8637,other,3811.0,3.0,475.0,4
8638,other,1545.0,3.0,85.0,3
8640,other,1350.0,2.0,110.0,2
8642,other,1200.0,2.0,68.0,3
8644,other,2000.0,4.0,180.0,5
8648,other,1280.0,4.0,115.0,4
8649,other,1200.0,3.0,85.0,3
8651,other,1655.0,3.0,155.0,3
8652,other,1150.0,2.0,74.0,2
8654,other,1200.0,2.0,108.0,3
8655,other,1200.0,2.0,75.0,2
8660,other,1500.0,2.0,203.0,2
8663,other,4500.0,9.0,500.0,9
8666,other,1550.0,3.0,160.0,3
8669,other,1758.0,3.0,95.0,3
8670,other,3179.0,5.0,351.0,4
8672,other,1200.0,3.0,85.0,2
8674,other,1800.0,3.0,140.0,3
8677,other,3900.0,4.0,333.0,4
8678,other,2400.0,4.0,200.0,3
8679,other,1645.0,3.0,87.5,3
8681,other,2600.0,3.0,140.0,3
8682,other,950.0,2.0,60.0,2
8688,other,1900.0,3.0,205.0,3
8690,other,1402.0,2.0,85.0,3
8692,other,2100.0,3.0,240.0,3
8696,other,1200.0,3.0,140.0,3
8697,other,814.0,2.0,55.0,2
8700,other,1590.0,3.0,120.0,3
8701,other,3754.0,6.0,430.0,4
8704,other,1450.0,2.0,89.6,3
8706,other,1340.0,2.0,77.0,2
8709,other,1665.0,3.0,105.0,3
8711,other,2300.0,4.0,200.0,4
8712,other,1210.0,2.0,76.0,2
8717,other,1065.0,2.0,58.0,2
8720,other,1636.0,3.0,97.0,3
8721,other,3600.0,4.0,450.0,4
8724,other,1200.0,3.0,72.0,3
8728,other,1000.0,1.0,75.0,2
8731,other,1170.0,2.0,86.0,2
8732,other,4830.0,5.0,390.0,4
8733,other,850.0,2.0,75.0,2
8737,other,2065.0,3.0,130.0,3
8738,other,1150.0,2.0,125.0,2
8741,other,2550.0,4.0,290.0,3
8742,other,3080.0,2.0,285.0,4
8744,other,3400.0,6.0,420.0,4
8745,other,450.0,1.0,25.0,1
8746,other,1100.0,2.0,85.0,2
8751,other,1036.0,2.0,110.0,2
8754,other,1376.0,4.0,156.0,4
8759,other,1080.0,2.0,62.0,2
8763,other,1475.0,2.0,200.0,3
8764,other,1200.0,3.0,96.25,3
8766,other,2631.0,3.0,200.0,4
8767,other,830.0,2.0,60.0,2
8768,other,1500.0,2.0,88.0,2
8771,other,856.0,2.0,48.0,2
8772,other,1143.0,2.0,62.0,2
8774,other,1117.0,2.0,110.0,2
8775,other,600.0,1.0,43.0,1
8779,other,1200.0,3.0,70.0,3
8780,other,2675.0,4.0,290.0,4
8784,other,1477.0,2.0,80.0,3
8785,other,3500.0,5.0,450.0,4
8786,other,1793.0,3.0,98.0,3
8790,other,1020.0,2.0,62.0,2
8791,other,3563.0,6.0,310.0,4
8794,other,3300.0,5.0,318.0,4
8795,other,1200.0,3.0,165.0,3
8799,other,1718.0,3.0,223.0,3
8800,other,1200.0,2.0,75.0,3
8801,other,985.0,2.0,55.0,2
8806,other,1030.0,2.0,80.0,2
8808,other,1150.0,2.0,69.0,2
8811,other,1500.0,2.0,90.0,3
8812,other,900.0,2.0,55.0,2
8817,other,1750.0,2.0,225.0,4
8819,other,1100.0,2.0,78.0,2
8820,other,1180.0,2.0,74.0,2
8822,other,1540.0,3.0,85.0,3
8824,other,1800.0,3.0,230.0,3
8826,other,2000.0,3.0,120.0,3
8827,other,2000.0,3.0,145.0,3
8828,other,500.0,1.0,15.0,1
8834,other,3160.0,4.0,206.0,4
8835,other,922.0,2.0,70.0,2
8836,other,850.0,2.0,72.0,2
8837,other,1200.0,1.0,65.0,2
8839,other,1233.0,2.0,100.0,2
8847,other,1936.0,3.0,110.0,3
8848,other,1652.5,3.0,90.0,3
8850,other,1500.0,3.0,138.0,3
8851,other,700.0,2.0,43.0,2
8852,other,1750.0,3.0,170.0,3
8853,other,1365.0,3.0,99.0,3
8856,other,708.0,1.0,55.0,2
8857,other,1680.0,3.0,135.0,3
8858,other,990.0,2.0,58.0,2
8859,other,1240.0,2.0,100.0,2
8860,other,1810.0,3.0,118.0,3
8861,other,2005.0,3.0,240.0,3
8864,other,1000.0,2.0,97.0,2
8867,other,1430.0,3.0,78.65,3
8869,other,1200.0,2.0,45.0,1
8874,other,840.0,1.0,75.0,1
8875,other,1760.0,2.0,116.0,3
8876,other,600.0,1.0,52.0,2
8877,other,1670.0,3.0,160.0,3
8880,other,1200.0,2.0,75.6,3
8881,other,2400.0,5.0,285.0,5
8882,other,2100.0,4.0,150.0,4
8886,other,1550.0,4.0,120.0,4
8887,other,905.0,2.0,50.0,2
8888,other,1495.0,3.0,200.0,3
8890,other,550.0,1.0,23.0,1
8893,other,1080.0,2.0,75.0,3
8895,other,1537.0,3.0,110.0,3
8896,other,1750.0,3.0,150.0,3
8897,other,2800.0,7.0,250.0,7
8899,other,1191.0,2.0,90.0,2
8902,other,2849.0,5.0,250.0,4
8907,other,827.0,2.0,45.0,2
8914,other,1205.0,2.0,70.0,2
8918,other,2200.0,4.0,160.0,3
8921,other,1900.0,3.0,155.0,3
8922,other,1200.0,1.0,95.0,2
8924,other,1100.0,2.0,61.0,2
8925,other,1100.0,2.0,110.0,2
8926,other,1942.0,3.0,155.0,3
8927,other,1200.0,4.0,80.0,3
8930,other,1515.0,3.0,90.0,3
8933,other,1200.0,4.0,95.0,4
8939,other,1200.0,1.0,69.0,1
8940,other,1717.0,3.0,99.0,3
8942,other,1200.0,1.0,48.0,1
8943,other,1430.0,2.0,78.65,3
8945,other,1190.0,2.0,70.0,2
8947,other,2690.0,4.0,185.0,4
8948,other,1800.0,5.0,250.0,4
8949,other,1594.0,3.0,99.0,3
8950,other,1250.0,2.0,68.0,2
8951,other,1290.0,1.0,77.5,2
8953,other,1464.0,2.0,145.0,2
8954,other,1200.0,2.0,75.0,2
8957,other,1485.0,2.0,156.0,3
8958,other,2070.0,3.0,135.0,3
8961,other,800.0,2.0,55.0,2
8963,other,1480.0,2.0,125.0,3
8965,other,1500.0,2.0,130.0,2
8966,other,2010.0,3.0,125.0,3
8967,other,1504.0,2.0,100.0,3
8969,other,1602.0,2.0,165.0,3
8970,other,1200.0,4.0,130.0,4
8971,other,1800.0,3.0,220.0,3
8977,other,1862.0,3.0,120.0,3
8978,other,2700.0,3.0,200.0,3
8979,other,1677.0,3.0,98.0,3
8981,other,1490.0,2.0,115.0,3
8983,other,1740.0,3.0,120.0,3
8984,other,1020.0,2.0,60.0,2
8985,other,550.0,1.0,16.0,1
8988,other,3664.0,3.0,325.0,3
8989,other,690.0,2.0,42.0,2
8990,other,1520.0,3.0,111.0,3
8992,other,1200.0,4.0,86.0,4
8993,other,1250.0,2.0,90.0,2
8994,other,1900.0,2.0,190.0,3
8997,other,1602.0,2.0,170.0,3
8998,other,1230.0,2.0,70.0,2
8999,other,1600.0,3.0,95.0,3
9000,other,450.0,1.0,60.0,1
9001,other,600.0,2.0,23.0,1
9002,other,3463.0,6.0,310.0,4
9003,other,1200.0,2.0,85.0,2
9006,other,2000.0,4.0,130.0,3
9007,other,1350.0,4.0,140.0,4
9010,other,1175.0,2.0,79.0,2
9012,other,1112.0,2.0,68.0,2
9015,other,1158.0,2.0,75.0,2
9018,other,1200.0,2.0,90.0,2
9019,other,1266.67,2.0,69.0,2
9021,other,2000.0,2.0,160.0,2
9025,other,2679.0,5.0,280.0,4
9026,other,1230.0,2.0,75.0,2
9028,other,3150.0,5.0,145.0,8
9029,other,2400.0,2.0,135.0,2
9030,other,880.0,2.0,48.0,2
9035,other,1022.0,2.0,57.0,2
9036,other,1200.0,2.0,76.0,2
9039,other,1605.0,3.0,100.0,3
9040,other,1542.0,3.0,98.0,3
9043,other,1333.0,2.0,77.27,2
9044,other,1100.0,3.0,110.0,3
9045,other,1050.0,2.0,70.0,2
9049,other,1200.0,4.0,165.0,4
9050,other,1100.0,2.0,145.0,3
9052,other,1200.0,3.0,99.0,3
9055,other,1000.0,2.0,60.0,2
9056,other,5720.0,3.0,350.0,3
9058,other,1012.0,2.0,59.0,2
9061,other,1200.0,4.0,140.0,4
9062,other,600.0,2.0,39.0,2
9065,other,1700.0,3.0,111.0,3
9069,other,1780.0,3.0,110.0,3
9071,other,1080.0,3.0,149.0,3
9072,other,900.0,2.0,65.0,3
9074,other,1200.0,3.0,160.0,4
9075,other,1540.0,3.0,85.0,3
9076,other,2456.0,3.0,220.0,3
9078,other,1530.0,2.0,185.0,2
9081,other,1717.0,3.0,120.0,3
9084,other,1475.0,2.0,171.0,2
9086,other,650.0,1.0,16.0,1
9088,other,1504.0,2.0,102.0,3
9090,other,1800.0,4.0,145.0,4
9091,other,3000.0,4.0,240.0,4
9093,other,1625.0,3.0,92.0,3
9094,other,2400.0,4.0,250.0,4
9097,other,1490.0,2.0,92.0,3
9099,other,1044.0,2.0,60.0,2
9103,other,1567.2,2.0,190.0,3
9108,other,1293.0,2.0,75.0,2
9110,other,860.0,2.0,65.5,2
9111,other,1374.0,2.0,88.0,3
9115,other,2000.0,2.0,160.0,4
9116,other,834.0,1.0,62.0,1
9117,other,600.0,1.0,52.0,1
9118,other,2000.0,4.0,135.0,4
9119,other,2750.0,3.0,260.0,3
9123,other,1280.0,2.0,90.0,2
9125,other,2075.0,3.0,175.0,3
9132,other,2274.24,4.0,160.0,3
9134,other,900.0,3.0,105.0,2
9137,other,1350.0,3.0,75.0,3
9139,other,470.0,2.0,10.0,1
9141,other,1313.0,4.0,150.0,3
9142,other,2515.0,4.0,155.0,3
9145,other,2665.0,3.0,350.0,3
9147,other,3500.0,5.0,450.0,4
